strTemplate	intMinDifficulty	intMaxDifficulty	strDetailTemplate	strIdFileName	intStringId	intSize	intNumToSpawn	strTemplateToSpawn	intMinReward	intMaxReward	strBuildingType	strLairType	strObjective	strObjectiveTarget	fltKillPercentage	strTargetType
s	i	i	s	s	i	i	i	s	i	i	s	s	s	s	f	s
object/tangible/lair/npc_lair.iff	50	90	object/tangible/lair/base/poi_all_lair_rocks_large_evil_fire_green.iff			20			150000	300000	none	lok_kusak_pack_neutral_none		object/tangible/lair/base/poi_all_lair_rocks_large_evil_fire_green.iff		creature
object/tangible/lair/npc_lair.iff	50	90	object/tangible/lair/base/poi_all_lair_rocks_large_evil_fire_green.iff			20			150000	300000	none	lok_flit_pack_neutral_none		object/tangible/lair/base/poi_all_lair_rocks_large_evil_fire_green.iff		creature
object/tangible/lair/npc_lair.iff	50	90	object/tangible/lair/base/poi_all_lair_rocks_large_evil_fire_red.iff			15			150000	300000	none	lok_gurnaset_lair_neutral_medium		object/tangible/lair/base/poi_all_lair_rocks_large_evil_fire_red.iff		creature
object/tangible/lair/npc_lair.iff	50	90	object/tangible/lair/base/poi_all_lair_rock_shelter_large_fog_gray.iff			20			150000	300000	none	lok_gurnaset_pack_neutral_none		object/tangible/lair/base/poi_all_lair_rock_shelter_large_fog_gray.iff		creature
object/tangible/lair/npc_lair.iff	50	90	object/tangible/lair/base/poi_all_lair_rock_shelter_large_fog_gray.iff			15			150000	300000	none	lok_spinded_snake_lair_neutral_medium		object/tangible/lair/base/poi_all_lair_rock_shelter_large_fog_gray.iff		creature
object/tangible/lair/npc_lair.iff	50	90	object/tangible/lair/base/poi_all_lair_rocks_large_evil_fire_green.iff			15			150000	300000	none	lok_spined_snake_pack_neutral_none		object/tangible/lair/base/poi_all_lair_rocks_large_evil_fire_green.iff		creature
object/tangible/lair/npc_lair.iff	50	90	object/tangible/lair/base/poi_all_lair_rocks_large_evil_fire_green.iff			15			150000	300000	none	lok_perlek_pack_neutral_none		object/tangible/lair/base/poi_all_lair_rocks_large_evil_fire_green.iff		creature
object/tangible/lair/npc_lair.iff	50	90	object/tangible/lair/base/poi_all_lair_rock_shelter_small_fog_gray.iff			15			150000	300000	none	lok_pharple_pack_neutral_none		object/tangible/lair/base/poi_all_lair_rock_shelter_small_fog_gray.iff		creature
object/tangible/lair/npc_lair.iff	50	90	object/tangible/lair/base/poi_all_lair_rock_shelter_small_evil_fire_small.iff			15			150000	300000	none	lok_kusak_lair2_neutral_medium		object/tangible/lair/base/poi_all_lair_rock_shelter_small_evil_fire_small.iff		creature
