strTemplate	intMinDifficulty	intMaxDifficulty	strDetailTemplate	strIdFileName	intStringId	intSize	intNumToSpawn	strTemplateToSpawn	intMinReward	intMaxReward	strBuildingType	strLairType	strObjective	strObjectiveTarget	fltKillPercentage	strTargetType
s	i	i	s	s	i	i	i	s	i	I	s	s	s	s	f	s
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/poi_all_lair_brambles_large_fog_red.iff			25			150000	300000	none	tatooine_tatooine_mynock_lair_neutral_small		object/tangible/lair/base/poi_all_lair_brambles_large_fog_red.iff		creature
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/poi_all_lair_leaf_small_fog_green.iff			40			150000	300000	none	tatooine_kreetle_herd_neutral_none		object/tangible/lair/base/poi_all_lair_leaf_small_fog_green.iff		creature
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/poi_all_lair_leaf_small_fog_mustard.iff			40			150000	300000	none	tatooine_kreetle_lair_neutral_small		object/tangible/lair/base/poi_all_lair_leaf_small_fog_mustard.iff		creature
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/poi_all_lair_leaf_small_evil_fire_red.iff			40			150000	300000	none	tatooine_dwarf_nuna_herd_neutral_none		object/tangible/lair/base/poi_all_lair_leaf_small_evil_fire_red.iff		creature
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/poi_all_lair_leaf_small_evil_fire_small.iff			40			150000	300000	none	tatooine_dwarf_nuna_lair_neutral_medium		object/tangible/lair/base/poi_all_lair_leaf_small_evil_fire_small.iff		creature
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/poi_all_lair_brambles_small_evil_fire_green.iff			25			150000	300000	none	tatooine_worrt_lair_neutral_small		object/tangible/lair/base/poi_all_lair_brambles_small_evil_fire_green.iff		creature
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/poi_all_lair_leaf_small_fog_gray.iff			40			150000	300000	none	tatooine_gorg_lair_neutral_small		object/tangible/lair/base/poi_all_lair_leaf_small_fog_gray.iff		creature
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/poi_all_lair_leaf_small_fog_red.iff			40			150000	300000	none	tatooine_gorg_herd_neutral_none		object/tangible/lair/base/poi_all_lair_leaf_small_fog_red.iff		creature
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/poi_all_lair_rock_shelter_small_fog_mustard.iff			25			150000	300000	none	tatooine_eopie_lair_neutral_small		object/tangible/lair/base/poi_all_lair_rock_shelter_small_fog_mustard.iff		creature
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/poi_all_lair_brambles_large_fog_mustard.iff			25			150000	300000	none	tatooine_sevorrt_lair_neutral_medium		object/tangible/lair/base/poi_all_lair_brambles_large_fog_mustard.iff		creature
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/poi_all_lair_rock_shelter_large_fog_green.iff			25			150000	300000	none	tatooine_diseased_bocatt_lair_neutral_medium		object/tangible/lair/base/poi_all_lair_rock_shelter_large_fog_green.iff		creature
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/poi_all_lair_rocks_large_evil_fire_red.iff			25			150000	300000	none	tatooine_diseased_bocatt_pack_neutral_none		object/tangible/lair/base/poi_all_lair_rocks_large_evil_fire_red.iff		creature
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/objective_power_node.iff			25			150000	300000		tatooine_jabba_swooper_camp_neutral_medium_theater		object/tangible/lair/base/objective_power_node.iff		npc
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/objective_power_node.iff			25			150000	300000		tatooine_jabba_swooper_camp_neutral_medium_theater		object/tangible/lair/base/objective_power_node.iff		npc
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/objective_power_node.iff			25			150000	300000		tatooine_jabba_swooper_camp_neutral_medium_theater		object/tangible/lair/base/objective_power_node.iff		npc
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/objective_power_node.iff			25			150000	300000		tatooine_jabba_swooper_camp_neutral_medium_theater		object/tangible/lair/base/objective_power_node.iff		npc
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/objective_power_node.iff			25			150000	300000		tatooine_jabba_swooper_camp_neutral_medium_theater		object/tangible/lair/base/objective_power_node.iff		npc
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/objective_power_node.iff			25			150000	300000		tatooine_jabba_swooper_camp_neutral_medium_theater		object/tangible/lair/base/objective_power_node.iff		npc
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/poi_all_lair_bones_large_fog_green.iff			25			150000	300000	none	tatooine_mound_mite_click_neutral_small		object/tangible/lair/base/poi_all_lair_bones_large_fog_green.iff		creature
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/poi_all_lair_rock_shelter_large_fog_gray.iff			25			150000	300000	none	tatooine_womprat_lair_neutral_small		object/tangible/lair/base/poi_all_lair_rock_shelter_large_fog_gray.iff		creature
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/poi_all_lair_rocks_large_evil_fire_green.iff			25			150000	300000	none	tatooine_zucca_boar_lair_neutral_medium		object/tangible/lair/base/poi_all_lair_rocks_large_evil_fire_green.iff		creature
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/objective_power_transformer.iff			25			150000	300000		tatooine_valarian_swooper_neutral_small_theater		object/tangible/lair/base/objective_power_transformer.iff		npc
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/objective_power_transformer.iff			25			150000	300000		tatooine_valarian_swooper_neutral_small_theater		object/tangible/lair/base/objective_power_transformer.iff		npc
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/poi_all_lair_rocks_large_evil_fire_red.iff			25			150000	300000	none	tatooine_cu_pa_lair_neutral_medium		object/tangible/lair/base/poi_all_lair_rocks_large_evil_fire_red.iff		creature
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/objective_power_node.iff			25			150000	300000		tatooine_trandosian_slaver_neutral_medium_theater		object/tangible/lair/base/objective_power_node.iff		npc
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/objective_power_transformer.iff			25			150000	300000		tatooine_trandosian_slaver_neutral_medium_theater		object/tangible/lair/base/objective_power_transformer.iff		npc
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/poi_all_lair_rock_shelter_small_fog_gray.iff			25			150000	300000	none	tatooine_mutant_womprat_lair_neutral_small		object/tangible/lair/base/poi_all_lair_rock_shelter_small_fog_gray.iff		creature
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/poi_all_lair_brambles_large_fog_green.iff			25			150000	300000	none	tatooine_scyk_lair_neutral_medium		object/tangible/lair/base/poi_all_lair_brambles_large_fog_green.iff		creature
object/tangible/lair/npc_lair.iff	10	90	object/tangible/lair/base/objective_power_node.iff			25			150000	300000		tatooine_spice_fiend_neutral_small_theater		object/tangible/lair/base/objective_power_node.iff		npc
